[BEGIN ONEBODY SEQPOS/ROTINDEX/ENERGY]
1	1	2.86379
2	1	2.41958
2	2	1.76587
3	1	0.819757
4	1	0.99252
5	1	2.24481
6	1	0.509996
6	2	-0.117919
7	1	35.9876
8	1	2.01445
9	1	2.54174
9	2	1.87968
14	1	0.398407
17	1	-0.457092
18	1	142.704
23	1	1.18954
23	2	0.42757
24	1	1.13752
27	1	36.513
28	1	142.401
34	1	-0.271014
35	1	-0.729471
36	1	-0.84923
36	2	-2.02488
37	1	-1.3725
38	1	1.52757
39	1	2.42048
39	2	1.76582
40	1	1.9674
[END ONEBODY SEQPOS/ROTINDEX/ENERGY]
[BEGIN TWOBODY SEQPOS1/ROTINDEX1/SEQPOS2/ROTINDEX2/ENERGY]
1	1	2	1	7.61535
1	1	2	2	7.34822
1	1	3	1	0.253622
1	1	4	1	-1.19452
1	1	5	1	-1.9455
1	1	6	1	-0.170088
1	1	6	2	-0.170661
1	1	17	1	-0.000446412
1	1	18	1	-0.000974589
1	1	24	1	-0.540437
1	1	37	1	-0.0343186
1	1	38	1	-0.231043
1	1	39	1	-0.0286077
1	1	39	2	-0.0567892
1	1	40	1	-0.285166
2	1	3	1	-0.0156846
2	2	3	1	0.0345081
2	1	4	1	0.0249363
2	2	4	1	0.0242221
2	1	5	1	-1.52912
2	2	5	1	-1.32936
2	1	6	1	-1.88762
2	1	6	2	-3.14267
2	2	6	1	-1.87458
2	2	6	2	-1.89115
2	1	7	1	-0.177672
2	2	7	1	-0.177672
2	1	17	1	-0.110075
2	2	17	1	-0.110075
2	1	24	1	-0.0085091
2	2	24	1	-0.0085091
2	1	38	1	0.00569202
2	2	38	1	0.00569202
2	1	39	1	-1.20653e-05
2	1	39	2	0.00204959
2	2	39	1	-0.000465735
2	2	39	2	0.00358902
3	1	4	1	0.285259
3	1	5	1	0.0230229
3	1	6	1	-1.32665
3	1	6	2	-1.97757
3	1	7	1	-1.92472
3	1	8	1	-0.165829
3	1	14	1	-0.00437115
3	1	17	1	34.9796
3	1	18	1	0.0370461
3	1	24	1	-0.307962
3	1	28	1	-0.0141142
3	1	38	1	-0.520343
4	1	5	1	0.26724
4	1	6	1	0.0251651
4	1	6	2	0.0161761
4	1	7	1	-1.9752
4	1	8	1	-3.33902
4	1	9	1	-0.162132
4	1	9	2	-0.16276
4	1	14	1	-0.843665
4	1	17	1	21.0189
4	1	18	1	1008.89
4	1	23	1	-0.306804
4	1	23	2	-0.307962
4	1	24	1	2515.48
4	1	27	1	0.00753708
4	1	28	1	20.1482
4	1	34	1	-0.428637
4	1	35	1	-0.1433
4	1	37	1	-1.03442
4	1	38	1	1776.1
4	1	39	1	-0.0980017
4	1	39	2	-0.0980017
4	1	40	1	-0.0995281
5	1	6	1	0.261354
5	1	6	2	-0.0162921
5	1	7	1	0.0165034
5	1	8	1	-1.96838
5	1	9	1	-1.92763
5	1	9	2	-3.19499
5	1	14	1	-0.164437
5	1	17	1	-0.312973
5	1	18	1	-0.0484041
5	1	24	1	-0.434107
5	1	28	1	-0.00686172
5	1	34	1	-0.1433
5	1	35	1	32.1749
