[BEGIN ONEBODY SEQPOS/ROTINDEX/ENERGY]
4	1	1.96127
5	1	-1.54375
5	2	-1.19712
5	3	-0.316701
5	4	-0.340272
7	1	28.0262
8	1	140.942
17	1	8.90565
18	1	124.623
24	1	0.781385
27	1	10.6588
34	1	221.797
35	1	-0.687951
35	2	0.439519
35	3	-0.0472461
37	1	10.2509
38	1	3.2636
39	1	1.68924
39	2	2.05051
39	3	2.35881
39	4	2.76408
39	5	2.18025
39	6	1.84986
39	7	2.88618
39	8	2.94934
39	9	2.72606
39	10	3.50913
39	11	3.78085
39	12	3.23999
[END ONEBODY SEQPOS/ROTINDEX/ENERGY]
[BEGIN TWOBODY SEQPOS1/ROTINDEX1/SEQPOS2/ROTINDEX2/ENERGY]
4	1	5	1	0.609849
4	1	5	2	0.600023
4	1	5	3	0.608638
4	1	5	4	0.5706
4	1	7	1	-1.29905
4	1	8	1	-1.36136
4	1	17	1	63.5403
4	1	18	1	441.451
4	1	24	1	1572.52
4	1	27	1	-5.1707e-05
4	1	34	1	0.42771
4	1	35	1	-0.091621
4	1	35	2	-0.0916777
4	1	35	3	-0.0917239
4	1	37	1	-0.110981
4	1	38	1	735.982
4	1	39	1	-0.0619371
4	1	39	2	-0.0619371
4	1	39	3	-0.0619371
4	1	39	4	-0.0619371
4	1	39	5	-0.0619371
4	1	39	6	-0.0619371
4	1	39	7	-0.0619371
4	1	39	8	-0.0619371
4	1	39	9	-0.139569
4	1	39	10	-0.0619371
4	1	39	11	-0.0619371
4	1	39	12	-0.0619372
5	1	7	1	0.0141707
5	2	7	1	0.014412
5	3	7	1	0.0146374
5	4	7	1	0.01486
5	1	8	1	-1.29129
5	2	8	1	-1.29943
5	3	8	1	-1.29285
5	4	8	1	-1.39115
5	1	17	1	-0.0198134
5	2	17	1	-0.0198134
5	3	17	1	-0.0198134
5	4	17	1	-0.0198134
5	1	18	1	-0.408107
5	2	18	1	-0.40797
5	3	18	1	-0.408524
5	4	18	1	-0.410898
5	1	24	1	-0.0858184
5	2	24	1	-0.0854814
5	3	24	1	-0.0866411
5	4	24	1	-0.0874273
5	1	34	1	-0.091621
5	2	34	1	-0.0916777
5	3	34	1	-0.0917239
5	4	34	1	-0.0857805
5	1	35	1	-0.573189
5	1	35	2	-0.655352
5	1	35	3	-0.876742
5	2	35	1	-0.655352
5	2	35	2	-0.70414
5	2	35	3	-1.13606
5	3	35	1	-0.876742
5	3	35	2	-1.13606
5	3	35	3	-1.84038
5	4	35	1	21.0156
5	4	35	2	122.273
5	4	35	3	27.503
5	1	37	1	0.00105942
5	2	37	1	0.00104294
5	3	37	1	0.00109935
5	4	37	1	-0.00237759
5	1	38	1	122.082
5	2	38	1	122.121
5	3	38	1	122.038
5	4	38	1	121.191
5	1	39	1	2.34449
5	1	39	2	460.081
5	1	39	3	-0.981021
5	1	39	4	66.2881
5	1	39	5	2.00964
5	1	39	6	3.78054
5	1	39	7	-1.78143
5	1	39	8	-0.895331
5	1	39	9	1425.52
5	1	39	10	-1.04274
5	1	39	11	0.364842
5	1	39	12	967.209
5	2	39	1	-0.434333
5	2	39	2	79.1369
5	2	39	3	-0.383244
5	2	39	4	-0.956214
5	2	39	5	-1.11703
5	2	39	6	-0.0264336
5	2	39	7	-0.637804
5	2	39	8	-0.362945
5	2	39	9	780.891
5	2	39	10	-0.394426
5	2	39	11	-0.831261
5	2	39	12	302.117
5	3	39	1	11.2045
5	3	39	2	680.999
5	3	39	3	-1.81915
5	3	39	4	317.499
5	3	39	5	149.799
5	3	39	6	19.1853
5	3	39	7	12.3152
5	3	39	8	-1.43691
5	3	39	9	1684
5	3	39	10	-2.11443
5	3	39	11	2.03702
5	3	39	12	1682.99
5	4	39	1	486.795
5	4	39	2	464.363
5	4	39	3	12.0815
5	4	39	4	35.7197
5	4	39	5	925.343
5	4	39	6	441.12
5	4	39	7	56.9697
5	4	39	8	12.4435
5	4	39	9	1502.76
5	4	39	10	12.5345
5	4	39	11	12.0794
5	4	39	12	1023.38
7	1	8	1	0.318026
7	1	17	1	1198.83
7	1	18	1	-0.107598
7	1	24	1	-5.1707e-05
7	1	34	1	-0.110981
7	1	35	1	0.00105942
7	1	35	2	0.00104294
7	1	35	3	0.00109935
7	1	38	1	-0.289635
8	1	17	1	0.0125152
8	1	18	1	80.5099
8	1	24	1	9.33699
8	1	27	1	0.558798
8	1	34	1	836.917
8	1	35	1	122.38
8	1	35	2	122.419
8	1	35	3	122.336
8	1	37	1	-0.667218
8	1	38	1	147.097
8	1	39	1	0.0309103
8	1	39	2	0.0307626
8	1	39	3	0.0292318
8	1	39	4	0.0292318
8	1	39	5	0.0309236
8	1	39	6	0.0303912
8	1	39	7	0.0292318
8	1	39	8	0.0292318
8	1	39	9	0.033932
8	1	39	10	0.0292318
8	1	39	11	0.0292318
8	1	39	12	0.0330038
17	1	18	1	-0.611049
17	1	24	1	-0.110981
17	1	34	1	-5.1707e-05
17	1	38	1	-1.36392
18	1	24	1	735.982
18	1	27	1	-0.289635
18	1	34	1	-0.123493
18	1	35	1	-0.0063165
18	1	35	2	-0.0063165
18	1	35	3	-0.0063165
18	1	37	1	-1.36392
18	1	38	1	2821.23
18	1	39	1	-0.0402745
18	1	39	2	-0.0402735
18	1	39	3	-0.0402735
18	1	39	4	-0.0402735
18	1	39	5	-0.0402735
18	1	39	6	-0.0402735
18	1	39	7	-0.0402735
18	1	39	8	-0.0402735
18	1	39	9	-0.0380981
18	1	39	10	-0.0402735
18	1	39	11	-0.0402735
18	1	39	12	-0.040274
24	1	27	1	-1.29905
24	1	34	1	0.110344
24	1	35	1	-0.00679005
24	1	35	2	-0.00679005
24	1	35	3	-0.00679005
24	1	37	1	63.5403
24	1	38	1	441.451
24	1	39	1	-0.0559279
24	1	39	2	-0.0559298
24	1	39	3	-0.0559145
24	1	39	4	-0.0559065
24	1	39	5	-0.0559289
24	1	39	6	-0.0559323
24	1	39	7	-0.0559055
24	1	39	8	-0.0559171
24	1	39	9	-0.0621429
24	1	39	10	-0.0559081
24	1	39	11	-0.055902
24	1	39	12	-0.0559256
27	1	34	1	63.5403
27	1	35	1	-0.0198134
27	1	35	2	-0.0198134
27	1	35	3	-0.0198134
27	1	37	1	1198.83
27	1	38	1	-0.107598
27	1	39	1	-2.28183e-05
27	1	39	2	-2.28183e-05
27	1	39	3	-2.28183e-05
27	1	39	4	-2.28183e-05
27	1	39	5	-2.28183e-05
27	1	39	6	-2.28183e-05
27	1	39	7	-2.28183e-05
27	1	39	8	-2.28183e-05
27	1	39	9	-2.28183e-05
27	1	39	10	-2.28183e-05
27	1	39	11	-2.28183e-05
27	1	39	12	-2.28183e-05
34	1	35	1	0.609849
34	1	35	2	0.600023
34	1	35	3	0.608638
34	1	37	1	-1.29905
34	1	38	1	-0.79413
34	1	39	1	-0.162839
34	1	39	2	-0.162813
34	1	39	3	-0.162132
34	1	39	4	-0.162132
34	1	39	5	-0.162835
34	1	39	6	-0.162729
34	1	39	7	-0.162132
34	1	39	8	-0.162132
34	1	39	9	-0.163204
34	1	39	10	-0.162132
34	1	39	11	-0.162132
34	1	39	12	-0.162989
35	1	37	1	0.0141707
35	2	37	1	0.014412
35	3	37	1	0.0146374
35	1	38	1	-1.29822
35	2	38	1	-1.30651
35	3	38	1	-1.29984
35	1	39	1	-2.42728
35	1	39	2	-1.6437
35	1	39	3	-1.89651
35	1	39	4	-1.93529
35	1	39	5	2.46647
35	1	39	6	-2.52255
35	1	39	7	-2.12185
35	1	39	8	-1.88476
35	1	39	9	-1.31066
35	1	39	10	-1.84116
35	1	39	11	-1.8474
35	1	39	12	-2.04837
35	2	39	1	5.02873
35	2	39	2	-2.20602
35	2	39	3	-2.30038
35	2	39	4	-2.28416
35	2	39	5	75.515
35	2	39	6	161.695
35	2	39	7	-2.99957
35	2	39	8	-2.0933
35	2	39	9	-1.94213
35	2	39	10	-2.1734
35	2	39	11	-2.04915
35	2	39	12	-2.80686
35	3	39	1	-2.73304
35	3	39	2	-1.7982
35	3	39	3	-1.89838
35	3	39	4	-2.06401
35	3	39	5	56.5548
35	3	39	6	-3.17042
35	3	39	7	-2.47015
35	3	39	8	-1.88218
35	3	39	9	-1.5355
35	3	39	10	-1.84591
35	3	39	11	-1.84466
35	3	39	12	-2.84913
37	1	38	1	-0.611049
37	1	39	1	0.017452
37	1	39	2	0.0162521
37	1	39	3	0.0226637
37	1	39	4	0.025916
37	1	39	5	0.0165705
37	1	39	6	-0.00765799
37	1	39	7	0.0261472
37	1	39	8	0.0185363
37	1	39	9	0.0122352
37	1	39	10	0.0255588
37	1	39	11	0.0271782
37	1	39	12	0.0157528
38	1	39	1	0.509873
38	1	39	2	0.315973
38	1	39	3	0.594183
38	1	39	4	0.553197
38	1	39	5	0.513349
38	1	39	6	0.519094
38	1	39	7	0.592549
38	1	39	8	0.58437
38	1	39	9	-0.614075
38	1	39	10	0.59295
38	1	39	11	0.554972
38	1	39	12	0.313467
[END TWOBODY SEQPOS1/ROTINDEX1/SEQPOS2/ROTINDEX2/ENERGY]
